year,GM0014,GM0037,GM0050,GM0060,GM0085,GM0086,GM0088,GM0093,GM0096,GM0098,GM0106,GM0109,GM0114,GM0118,GM0119,GM0148,GM0149,GM0150,GM0159,GM0163,GM0164,GM0165,GM0169,GM0173,GM0174,GM0175,GM0178,GM0183,GM0189,GM0192,GM0193,GM0197,GM0200,GM0202,GM0207,GM0213,GM0214,GM0216,GM0219,GM0225,GM0228,GM0230,GM0232,GM0241,GM0243,GM0248,GM0251,GM0255,GM0262,GM0263,GM0266,GM0267,GM0269,GM0273,GM0275,GM0277,GM0279,GM0281,GM0285,GM0289,GM0294,GM0295,GM0303,GM0304,GM0306,GM0307,GM0310,GM0312,GM0313,GM0318,GM0321,GM0327,GM0340,GM0342,GM0344,GM0345,GM0347,GM0352,GM0355,GM0356,GM0363,GM0373,GM0376,GM0383,GM0384,GM0396,GM0397,GM0402,GM0417,GM0418,GM0420,GM0482,GM0491,GM0511,GM0512,GM0518,GM0537,GM0559,GM0571,GM0588,GM0590,GM0597,GM0620,GM0629,GM0632,GM0643,GM0653,GM0707,GM0716,GM0718,GM0737,GM0748,GM0758,GM0762,GM0770,GM0772,GM0781,GM0784,GM0788,GM0794,GM0797,GM0808,GM0809,GM0823,GM0826,GM0840,GM0844,GM0847,GM0855,GM0860,GM0866,GM0867,GM0870,GM0873,GM0888,GM0893,GM0898,GM0925,GM0935,GM0938,GM0941,GM0944,GM0957,GM0965,GM0974,GM0975,GM0976,GM0983,GM0984,GM0986,GM1507,GM1509,GM1581,GM1640,GM1641,GM1655,GM1659,GM1666,GM1671,GM1674,GM1676,GM1680,GM1681,GM1690,GM1699,GM1701,GM1706,GM1711,GM1719,GM1721,GM1724,GM1730,GM1731,GM1734,GM1735,GM1742,GM1771,GM1773,GM1774,GM1859,GM1876,GM1883,GM1892,GM1894,GM1896,GM1903,GM1921,GM1924,GM1927,GM1931,GM1937,GM1940,GM1945,GM1948,GM1949,GM1955,GM1959,GM1960,GM1961,GM1963,GM1966,GM1978
2010,49.79,49.554,51.0917,33.0995,51.0179,51.4921,28.9404,33.8006,29.4457,45.0778,34.3975,35.1786,31.3222,31.7312,32.3027,44.2635,,40.7809,,37.8734,46.3105,,,45.3322,,37.9952,,37.3404,37.9978,,43.044,32.5247,40.6014,48.7318,,37.6809,37.6988,37.657,,34.7375,31.5786,40.5729,30.8144,32.3576,46.1886,,,,39.9639,33.3455,,40.5161,39.7844,42.8642,37.3701,32.8491,35.439,31.9253,42.4422,33.3734,38.4098,,51.7562,27.6949,,37.2841,53.8555,56.0651,38.965,,51.744,53.8466,36.8266,52.7068,37.6764,54.0579,,52.8482,50.8791,51.814,34.5957,46.8869,48.2752,42.8608,50.8972,42.4265,48.6602,43.6558,46.1543,,45.8329,44.9959,48.0156,41.0525,42.806,30.3923,45.8316,45.8887,39.2937,44.4507,47.5657,44.2099,42.3889,42.8938,51.6633,40.4145,36.4181,42.2881,50.114,,48.1938,35.9924,39.7305,37.989,29.891,38.0184,,52.9812,38.1947,43.448,44.0327,44.4308,44.1334,44.2192,40.8262,30.0348,36.2239,51.7592,34.9238,38.3358,35.6453,48.7841,36.1726,44.442,30.3717,33.0199,,,33.8322,38.1106,,39.2291,37.6302,47.0735,,,,50.4734,36.8699,43.988,42.7502,37.7187,49.0695,41.6254,48.6097,46.6998,48.5256,,35.5099,39.2076,48.5975,31.2395,38.8319,38.3867,40.0278,33.7585,52.282,42.9285,50.4822,51.2391,38.5016,35.1985,36.5655,34.2583,34.7952,30.8221,39.2782,39.0522,43.5052,30.6386,35.2616,70.3902,40.8937,31.4391,40.1994,,,,,,,,,,,30.0823,,,,,,
2011,49.6487,49.5871,51.0329,32.7978,50.9875,51.4643,28.7274,33.2447,29.1468,43.8989,35.227,36.1696,31.385,31.6528,32.4066,44.0274,,40.8383,,37.8057,47.6384,,,45.8157,,37.9526,,37.7862,38.0375,,41.3675,32.5848,41.269,49.0944,,37.9051,37.7919,37.6663,,34.8291,31.4032,40.8194,30.835,32.7274,46.1807,,,,40.1715,33.411,,40.3422,39.9029,42.8569,36.9803,33.1113,35.3347,32.0186,42.4632,33.546,38.3989,,51.868,27.7785,,38.0805,53.7958,56.1471,38.7856,,51.8162,53.8957,36.6057,52.6432,38.1285,54.0447,,52.9985,50.9348,51.89,34.6734,47.2877,48.542,42.4964,50.9557,41.9575,48.5661,43.9624,46.4263,,46.709,45.1793,48.1569,41.1195,42.9792,30.6803,45.901,45.9519,39.4504,44.4645,47.7568,44.3636,42.0222,42.9379,51.8119,40.568,35.1172,41.643,50.2875,,48.3023,35.9861,39.2311,38.3009,30.0126,38.3296,,53.0955,38.6449,43.8617,44.4371,,44.3526,44.4069,40.5352,30.0955,36.4489,51.8622,35.5418,38.3621,35.7589,48.9624,36.9452,44.4426,28.4032,34.1181,,,34.613,38.0958,,39.2398,37.7529,47.5039,,,,50.2146,36.9097,43.499,42.383,37.9678,49.1558,41.7575,48.7553,46.6772,48.813,,36.286,39.275,48.774,32.11,39.2234,38.1425,38.926,33.2607,52.2735,43.615,50.7024,51.3952,38.3586,35.2869,37.2671,34.3582,35.2854,30.9094,39.5706,37.661,43.3862,30.86,35.5238,67.1119,41.0445,31.5241,39.8074,57.531,,,,,,,,,,30.2313,,,,,,
2012,49.7977,49.7776,51.2555,33.1432,51.1121,51.6049,28.6319,33.8775,29.2036,44.2448,34.5492,34.9786,30.5152,31.9295,32.7157,44.1389,,40.8767,,37.8641,47.0142,,,45.4869,,37.9238,,37.0214,38.3754,,43.5934,32.5788,40.9869,49.7076,,37.8834,37.672,37.7672,,34.6965,31.446,40.8894,31.0172,32.9691,46.1438,,,,40.1514,33.4892,,40.4897,39.9827,42.8205,37.9739,33.8195,35.4284,31.8993,42.6445,33.1536,38.3832,,52.0537,27.862,,37.4683,53.8635,56.1805,39.1987,,51.8495,53.8608,36.8395,52.711,36.9313,54.1728,,53.0131,50.9597,51.9236,34.8162,47.5453,48.5215,43.0468,51.0316,42.7686,48.8515,43.9008,46.4023,,47.4776,45.3317,48.2968,41.4051,43.1034,30.9633,46.1516,46.1857,39.713,44.6841,47.8789,44.5297,42.415,43.185,51.844,40.847,35.4299,42.3335,50.4207,,48.6096,35.9966,39.2438,38.4643,30.0105,38.4193,,53.0501,38.7791,43.8742,44.5295,,44.3074,44.4861,40.6085,30.0458,36.5145,51.9197,35.5151,38.4616,35.8929,48.9712,37.2572,44.421,31.3347,33.0516,,,33.3868,37.8322,,39.1804,37.8601,48.3255,,,,50.743,36.9119,44.9598,43.0692,37.942,49.1852,41.8675,48.7277,46.7725,48.9024,,36.1992,39.2426,48.7062,30.9432,37.8479,38.462,40.012,33.9463,52.3136,43.1857,50.7841,51.5291,38.4586,35.3953,37.1655,34.1813,35.2652,31.0985,39.6181,38.2087,43.1051,30.8449,35.4971,73.4783,41.347,31.6447,40.2933,60.4208,,,,,,,,,,30.1415,,,,,,
2013,49.3705,49.8235,51.2212,33.3111,51.0368,51.4683,28.8106,33.2591,29.4087,43.8146,34.5771,35.764,31.147,32.0429,32.0747,43.5829,,41.2589,,37.6739,47.7979,,,45.8389,,37.8169,,37.7321,38.0077,,41.4716,32.7101,41.8238,49.3801,,37.8369,37.346,37.8345,,34.3738,30.9827,40.8639,30.9491,32.6963,46.1618,,,,40.1023,33.4715,,40.4946,39.8783,42.838,38.0194,33.6513,35.4213,31.5724,42.5765,32.3162,38.6521,,52.1258,27.8789,,38.0584,53.8363,56.1603,38.8687,,51.8421,53.8564,36.7099,52.6732,37.7562,54.0578,,53.036,50.9451,51.917,33.7517,47.5346,47.9616,43.0467,50.4476,42.7644,48.8734,43.4032,45.8307,,47.4906,45.9124,43.2984,,41.3664,32.4182,46.5904,,,45.2636,47.4494,45.1243,42.0402,43.7545,51.8342,44.5075,34.6039,41.6686,50.4118,,48.0708,36.0177,40.0161,38.446,29.9872,38.2262,,52.9946,38.7331,43.8427,44.2674,,44.4164,44.2532,41.217,30.2794,36.4158,51.8796,35.6696,38.3638,35.8041,48.8946,37.258,44.4534,28.7481,34.2609,,,34.5976,38.17,,39.2296,37.8361,48.0741,,,,50.404,36.8018,44.3261,42.3989,37.8974,49.1667,41.8455,48.785,46.7691,48.7868,,35.709,39.2672,48.8291,31.4234,38.2302,38.3418,38.8976,33.6855,52.3363,43.7331,50.6854,51.4389,38.4168,35.5734,37.2492,33.8618,34.7258,30.5982,39.5559,37.666,43.3136,30.818,35.4372,67.7929,44.3073,31.5924,39.6685,59.3409,,43.7178,41.9544,,,,,,,30.0013,,,,,,
2014,49.7468,49.8172,51.1106,33.2123,51.22,51.726,28.8939,33.3488,29.211,44.7609,34.5681,35.6002,31.3765,31.9549,31.9113,43.8364,,41.378,,37.8268,47.6083,,,45.6984,,37.9535,,37.7351,38.0672,,41.4356,32.6122,41.1645,49.0009,,37.9376,37.4369,37.7406,,34.4584,31.182,40.7128,30.9877,32.3226,46.3067,,,,40.2013,33.423,,40.532,39.8604,42.9803,38.1166,33.2318,35.4492,31.6665,42.615,32.5601,38.3538,,51.966,27.8207,,37.927,53.9042,56.3325,38.8791,,51.9835,53.9689,36.6483,52.6606,37.0241,54.0278,,53.1226,51.0686,52.0574,34.5108,47.631,48.3824,42.9311,50.8555,42.6482,48.914,43.7881,46.2587,,47.4354,46.0073,43.379,,41.4492,32.5655,46.4604,,,45.564,47.5382,45.2634,42.2978,43.6906,52.0246,44.5853,,42.1183,50.6147,,49.125,36.04,39.4425,38.3888,29.9836,38.2533,,52.883,38.5251,43.8836,44.2288,,44.2483,44.4911,40.7671,30.0984,36.3313,51.8658,35.2244,38.3816,35.7413,48.915,37.2196,44.4143,31.4723,33.3148,,,34.0822,38.4031,,39.2082,37.9524,47.9798,,,,50.7384,36.8472,44.9586,42.9967,38.0,49.3392,41.9555,48.7755,46.8128,48.854,,35.4052,39.3145,48.9814,31.5664,38.2738,38.307,40.0743,33.5911,52.1873,43.4578,50.6934,51.3708,38.3906,35.8145,37.5181,33.9454,34.904,30.7539,39.5897,37.6821,43.143,30.91,35.5622,72.8689,44.3767,31.7114,39.6123,59.3353,43.2818,43.88,42.0352,,,,,,,30.1255,,,,,,
2015,49.6025,49.6939,51.1538,32.7584,51.1252,51.5873,29.0089,33.7333,29.5396,44.3944,34.6265,35.9549,31.9776,31.8873,31.2813,43.7925,,41.1301,,37.8114,47.5715,,,45.7154,,37.9473,,37.6701,38.0535,,42.3058,32.2814,41.3899,48.9862,,37.6012,36.9993,37.7534,,34.0182,31.128,40.8378,30.9819,32.2503,46.2637,,,,39.8814,33.4798,,40.4817,39.9004,42.9381,37.9883,33.3165,35.4181,31.2298,42.6086,31.7396,38.1556,,51.7662,27.8534,,38.1613,53.8448,56.1822,38.918,,51.903,53.8675,36.6696,52.6234,36.7044,54.0513,,52.9983,50.9597,51.9816,34.1476,47.6954,48.1525,43.113,50.6654,42.7181,48.83,43.5632,46.0263,,47.5851,46.0754,,,41.5035,32.03,46.5632,,,45.4755,47.6067,45.2819,42.1334,43.717,51.9542,,,42.0344,50.6443,,48.5774,36.0089,39.6562,38.4712,29.9426,38.3219,,52.9726,38.31,43.9851,44.2853,,44.0769,44.3156,40.8783,30.1248,36.3644,51.8778,34.8681,38.3801,35.8435,48.8381,36.731,44.2275,28.9727,34.174,,,34.489,38.1774,,39.2188,38.0304,47.8201,,,,50.3988,36.8366,44.0746,42.1877,37.5795,49.1876,42.0311,48.87,46.7997,48.8906,,,39.2558,48.9934,31.455,38.3697,38.126,38.8954,33.3183,52.2868,43.9362,50.4697,51.532,38.511,35.8357,37.0193,33.4334,35.0214,30.7635,39.6091,38.1925,43.2048,30.4629,35.1507,68.3907,44.341,31.7424,40.0431,58.4021,42.5037,43.5635,42.2108,39.3058,,,,,,29.7166,,,,,,
2016,49.4342,49.6091,51.1481,32.6832,51.161,51.6235,28.9918,33.3713,29.6434,44.2939,34.5746,35.5833,31.1597,31.8036,31.6264,43.4757,,40.8697,,37.6022,47.849,,,45.8127,,37.7474,,37.381,37.9164,,41.1788,32.4483,40.8405,49.587,,37.7277,36.9973,37.6551,,34.0717,31.5107,40.7403,30.8942,,46.1142,,,,40.0036,33.403,,40.352,39.7356,42.7909,38.0605,33.6929,35.3526,31.229,42.5211,31.978,38.5923,,51.8453,27.7714,,38.0422,53.7708,56.0503,38.789,,51.7564,53.7891,36.6397,52.6001,36.0035,53.9881,,52.9175,50.8665,51.8354,34.9304,47.1046,46.4925,42.9292,51.3223,42.6485,48.967,41.6118,44.3666,,47.2455,45.934,,,41.3873,31.8746,46.3443,,,45.1548,47.482,45.1016,42.078,43.4721,51.7671,,,41.7745,50.3075,,48.818,35.9892,39.5055,38.1886,29.8645,38.31,,52.8367,37.8745,43.5808,43.9973,,44.0352,44.1117,40.7181,30.0951,36.123,51.7586,34.7322,38.3331,35.771,48.6771,36.4019,44.385,31.2128,33.433,,,33.3414,37.9291,,39.2269,37.7363,48.2113,,,,50.726,36.7611,45.1262,42.6624,37.7676,49.0583,41.7393,48.649,46.9116,48.6609,,,39.225,49.0337,31.3271,38.0644,38.317,38.9403,33.3795,52.2195,42.8845,50.5312,51.0012,38.4083,35.7689,37.3179,33.5929,34.9256,30.5263,39.3989,37.9206,43.24,30.6315,35.3116,72.3251,44.1912,31.5421,39.4156,60.0613,,43.5963,42.0651,39.1887,,42.1974,37.9348,,,29.8296,,,,,,
2017,49.3235,49.8146,51.0304,32.7645,50.998,51.4419,28.818,33.2816,29.5915,44.0246,34.5533,35.4934,31.9677,31.7077,32.2299,43.4421,,40.7461,,37.5615,47.814,,,45.8461,,37.6908,,37.4315,37.944,,40.7517,32.0762,40.5384,48.2659,,37.4733,37.0547,37.6577,,34.0954,30.9146,40.5743,30.7075,,45.914,,,,39.7717,33.3713,,40.3349,39.7613,42.5947,37.1479,32.3909,35.3296,31.2865,42.3352,32.2967,38.3118,,51.7552,27.6702,,38.052,53.7385,55.9871,38.7558,,51.7216,53.7246,36.6996,52.5804,36.0831,54.0994,,52.8956,50.8242,51.8029,35.0723,47.2186,46.5532,42.4999,51.3854,42.2829,48.7919,41.6598,44.4291,,47.073,45.7376,,,41.2268,31.2257,45.9997,,,44.825,47.3059,44.8859,41.9851,43.1621,51.7233,,,41.5349,50.1885,,48.3362,36.0181,38.9991,38.2846,29.9214,38.401,,52.8836,38.7842,43.841,45.0881,,44.1411,44.4204,40.3955,30.1187,,51.9026,35.3048,,35.8723,49.0401,36.5251,44.3627,29.4096,34.0812,,,33.7091,37.4791,,39.2198,37.6285,47.6714,,,,50.0842,36.8388,43.7891,42.2638,37.4403,48.9919,41.6416,48.704,46.75,49.389,,,39.2639,48.6741,31.2113,38.6359,38.3088,40.0237,33.5062,52.2846,43.7378,50.5112,51.2092,38.3907,35.0928,36.7618,33.5452,34.9241,30.4864,39.9918,37.428,43.153,30.3104,35.0092,69.038,44.0324,31.4114,39.2063,58.0665,,43.0613,41.9089,39.0554,,41.7968,37.8734,44.647,,29.6973,,,,,,
2018,48.9244,50.1534,50.8856,32.8607,50.9734,51.4167,28.8939,33.0188,29.4704,43.7249,34.3455,35.7054,31.4155,31.7263,31.6888,43.5053,,40.801,,37.2977,46.5347,,,45.3483,,37.4744,,37.031,37.7193,,41.5792,31.9187,40.6182,48.523,,37.2869,36.555,37.2664,,33.6317,31.109,40.4195,30.4782,,45.838,,,,39.6033,33.3065,,40.2142,39.5692,42.5199,37.8783,32.4829,35.2521,30.7844,42.1069,31.8326,38.2252,,51.7443,27.5809,,36.7499,53.6982,55.8415,38.8134,,51.5785,53.6334,36.7097,52.6746,34.841,54.1333,,52.8208,50.7223,51.6568,33.5524,46.567,45.4766,41.9245,50.4881,41.7836,48.347,40.7266,43.3431,,46.9554,45.0926,,,40.5904,29.9549,45.6606,,,44.5123,46.6717,44.2733,41.8242,42.737,51.5349,,,41.7467,50.0867,,48.2644,35.9916,38.9611,38.7084,29.7496,38.1778,,52.7469,38.1084,44.2281,44.8217,,44.0929,44.0614,40.4429,29.2217,,51.9892,34.4122,,35.3395,48.856,35.7911,44.1774,27.7757,33.7027,,,34.6553,38.257,,39.2046,37.5377,47.6233,,,,49.8732,36.6409,43.5614,41.6776,37.1976,48.8465,41.5303,48.6643,46.412,49.395,,,39.1026,48.6215,31.1573,38.441,38.2672,39.8822,33.4535,52.1827,43.5921,50.2666,51.656,38.2587,35.5435,36.8262,33.0669,33.9575,29.9712,39.922,37.8338,43.2365,30.0728,34.787,65.5603,42.8608,31.3179,39.7238,58.0468,,42.637,41.1433,38.0194,,41.4191,37.89,44.4423,,29.2775,,,,,,
2019,49.1578,50.3697,50.8499,32.7295,51.0151,51.4911,28.8449,33.1678,29.0578,43.9685,34.3561,35.5079,31.4538,31.5231,31.6124,43.0866,,39.9855,,37.0661,46.7899,,,45.3771,,37.3026,,37.1971,37.6722,,39.7146,31.9319,39.2916,47.4896,,37.0611,36.1035,38.9765,,33.1836,30.733,40.4597,30.3949,,45.7256,,,,39.401,33.1778,,39.9864,39.4917,42.4104,38.4536,31.2186,35.1192,30.3349,42.0236,31.4285,38.0132,,51.384,,,36.6132,53.7612,55.8371,38.8207,,51.5646,53.6635,36.6672,52.6545,35.1925,53.9842,,52.7077,50.7216,51.6419,33.3159,46.8465,45.2378,41.6614,50.3322,41.4859,48.3516,40.4934,43.1013,,46.8175,45.0987,,,40.5712,29.914,45.4497,,,,46.6494,44.3531,,42.5763,51.5154,,,,50.0884,,48.6558,35.9265,38.5689,38.016,29.6479,37.784,,52.7284,37.9906,43.4689,43.3994,,44.1172,44.0703,40.033,29.9451,,51.8596,34.6379,,35.267,48.506,,44.1805,29.0796,33.7181,,,33.9609,37.7583,,39.1971,37.4737,47.6409,,,,49.6653,36.7197,44.0141,41.802,36.8905,48.84,41.4657,48.666,46.5333,48.8038,,,39.1196,48.4812,31.3469,38.4958,38.0767,40.0718,33.1885,52.1822,43.7613,51.3547,50.8901,38.2615,35.7674,37.0193,32.5864,34.0899,29.8501,39.4227,36.8774,42.8779,29.8335,34.5146,68.5999,43.7132,31.2552,38.8475,57.932,,42.5815,,39.0203,,41.7559,37.8918,43.9252,,28.9648,41.092,27.206,40.9962,42.4326,,42.807
2020,48.6877,50.0078,50.7547,33.4598,51.0498,51.5887,28.1691,32.5575,28.7243,44.2171,34.3965,35.3429,31.3532,31.7459,30.8918,43.0482,,40.5867,,37.0748,47.4349,,,45.5907,,37.2869,,37.1313,37.7244,,40.0324,32.0036,40.5959,47.5855,,37.2788,35.851,38.8728,,32.9558,30.3564,40.6656,30.5447,,45.8999,,,,39.5925,33.1495,,40.097,39.6598,42.5811,37.4383,31.3185,35.1728,30.0867,42.1723,31.3321,38.243,,51.5792,,,37.0301,53.6273,55.6913,38.5176,,51.4304,53.5457,36.5693,52.5439,34.5009,53.9835,,52.6887,50.6163,51.5134,34.0189,47.0189,45.7282,41.026,50.7177,40.9007,47.7544,40.9832,43.6013,,46.0275,45.0247,,,40.5042,29.7616,45.2607,,,,46.5882,44.2452,,42.432,51.3523,,,,50.0517,,48.6458,35.949,39.2572,37.8498,29.6983,37.7979,,52.7541,38.0201,43.3349,43.3835,,44.1456,44.0841,40.4102,29.9553,,51.8474,34.6593,,35.3047,48.421,,44.2001,31.6448,32.2571,,,32.957,37.5872,,39.1764,37.4489,47.5092,,,,50.3766,36.5643,44.7081,41.9633,37.1367,48.6992,41.4087,48.5464,46.5411,48.761,,,39.2484,48.3261,31.34,38.4478,37.7201,39.88,32.9581,52.2816,42.7993,51.4354,50.768,38.3028,35.2779,36.9057,32.3531,34.079,29.9136,39.3865,37.2693,42.911,30.1199,34.7709,74.315,43.7006,31.2672,38.956,58.2988,,42.594,,38.9982,,42.3262,38.8642,43.847,,28.9652,41.0736,26.9923,40.6308,42.2074,,42.7582
2021,48.332,49.5109,50.6054,32.7383,50.9021,51.3389,28.7519,32.9724,29.1764,43.933,34.2784,35.139,31.2282,31.677,31.7964,42.8927,,40.4767,,36.9816,47.0259,,,45.356,,37.2076,,36.8424,37.6824,,39.2167,31.6064,38.4878,47.7905,,36.9167,35.6072,38.8301,,32.7333,29.8628,40.4145,30.3422,,45.6919,,,,39.2772,33.0131,,40.0167,39.5411,42.3776,36.7327,31.6736,35.1311,29.8406,41.9715,30.9482,37.9264,,51.2008,,,36.8989,53.6112,55.6378,38.7246,,51.3981,53.5263,36.4894,52.5918,34.0178,53.9935,,52.7119,50.5804,51.4783,33.187,46.373,45.1065,41.2872,50.2043,41.1595,47.9972,40.3995,42.9698,,46.1401,44.6077,,,40.1205,29.9363,44.8979,,,,46.1818,43.856,,42.1242,51.3182,,,,49.6155,,48.2062,35.9064,38.7231,37.6025,29.4276,37.51,,52.6174,,42.9425,43.2097,,43.6926,43.6295,40.1876,29.412,,51.7917,34.1682,,35.1439,48.349,,44.174,29.5105,33.8257,,,33.6277,37.5303,,39.2016,37.5416,47.1705,,,,50.004,36.6822,43.9078,41.8438,36.6957,48.6433,41.5504,48.6922,46.338,48.4208,,,39.0459,47.901,31.1986,39.2697,38.2651,39.4681,33.4929,52.0764,43.7605,51.2631,50.29,38.1937,35.1994,36.5208,32.1534,34.1513,29.9503,39.0418,36.8847,42.699,29.6523,34.3477,69.7379,43.1741,31.3266,38.3235,56.5895,,42.436,,38.5221,,41.6139,37.8824,43.3535,,28.733,40.9487,26.6108,40.7101,41.8053,,42.6651
2022,48.2774,49.8595,50.5674,32.5476,50.8093,51.2325,28.7102,32.8298,28.9862,43.4547,34.1456,35.2789,30.5061,31.7048,31.7583,42.4078,,40.1717,,36.4284,46.6183,,,45.2108,,36.755,,36.6337,37.1352,,39.6793,31.8913,39.7248,48.0472,,36.9008,35.5943,38.6436,,32.7281,29.702,40.2468,30.1125,,45.3738,,,,39.2608,32.9613,,39.8173,39.302,42.0671,36.9158,31.7772,35.0015,29.8281,41.7436,30.8746,38.2243,,50.9208,,,37.2356,53.5185,55.3279,38.5921,,51.1748,53.3141,36.4676,52.563,32.7598,53.7998,,52.455,50.3607,51.2658,31.7663,45.6855,43.9329,40.6088,49.2819,40.5354,47.472,39.3183,41.7841,,46.0105,43.9354,,,39.5138,28.4683,44.5146,,,,45.538,43.1852,,41.6818,51.0735,,,,49.6022,,48.0251,35.97,38.4016,38.2245,29.2619,37.3515,,52.5476,,43.5803,42.9955,,43.4083,42.9624,39.9955,29.0876,,51.8202,33.1953,,34.6778,48.1702,,44.2182,28.7617,32.9602,,,33.4181,37.3035,,39.191,37.0972,47.3234,,,,49.2051,36.5123,43.7734,40.9526,36.6727,48.3333,41.0617,48.4775,46.2151,48.6458,,,38.9714,48.1558,31.267,38.3431,38.311,40.0539,33.2222,52.1088,43.1572,51.0179,51.2924,37.9825,35.282,36.6542,32.1517,33.6934,29.1935,39.2079,35.7082,42.383,29.675,34.326,68.7267,42.3976,30.9409,38.6367,57.2555,,41.6986,,37.8386,,40.8909,37.8368,43.3795,,28.6572,40.8629,26.6675,40.4674,41.0326,,42.1895
2023,48.043,50.0662,50.3209,32.3876,50.8885,51.3071,28.3821,32.7353,28.6057,43.2699,34.3835,35.1421,30.8437,31.6573,31.8061,42.4041,,40.299,,36.4399,46.6322,,,45.2315,,36.7355,,36.6241,37.0642,,38.9401,31.3067,38.6235,47.2971,,36.4554,34.5719,38.7174,,31.7222,29.9178,40.2393,30.122,,45.3319,,,,38.8793,32.8263,,39.7564,39.4129,42.0262,36.2219,30.9255,34.983,28.8132,41.7533,30.1961,37.8257,,51.0485,,,35.8733,53.6026,55.3704,38.6472,,51.1701,53.3751,36.6297,52.6361,32.2396,53.8781,,52.4232,50.3968,51.2547,31.795,46.1011,44.1079,40.5863,49.3069,40.4972,47.4062,39.3573,41.926,,46.2337,44.1659,,,39.7038,28.2512,44.635,,,,45.7571,43.4143,,41.8173,51.0315,,,,49.5581,,47.9922,35.8292,38.7057,37.7205,29.1904,37.0466,,52.4987,,43.13,42.8571,,43.4023,43.1763,39.9799,29.2789,,51.7378,32.9706,,34.5751,48.1346,,44.1878,28.7641,33.2135,,,33.2182,37.4038,,39.1956,37.102,47.3682,,,,49.4803,36.5291,43.4176,41.3554,36.0872,48.3729,41.0739,48.4488,46.2314,48.2866,,,38.9695,47.9782,31.1938,38.0638,38.2999,39.5605,33.4301,52.0988,43.1634,51.0865,50.6001,38.0592,35.0593,36.5528,31.0139,33.7561,29.0834,38.8696,36.7135,42.5527,29.1239,33.7956,68.5724,42.58,30.9238,38.0945,57.2117,,42.2839,,38.0332,,40.4579,15.9205,42.9799,,27.998,40.7163,26.3498,40.4627,41.2891,,42.3382
2024,47.9508,49.7779,50.3139,32.294,50.7117,51.3039,28.4801,32.5831,28.5464,42.9432,34.271,35.2382,30.6734,31.7227,30.6914,42.6381,,39.5046,,36.4744,45.1219,,,44.7702,,36.7445,,36.3601,37.3832,,40.6427,31.4038,39.7859,47.3513,,36.502,34.4818,38.6542,,31.647,29.6157,40.2348,30.0713,,45.2465,,,,38.9139,32.8503,,39.7225,39.3808,41.9431,37.5005,31.1767,34.9479,28.723,41.7032,29.9232,37.8852,,50.8602,,,36.5987,53.4292,55.2374,38.4474,,51.0785,53.2304,36.4603,52.5141,31.58,53.8544,,52.4354,50.2944,51.1704,31.2711,46.6857,43.914,40.5135,49.0456,40.5581,47.6258,39.2185,41.7291,,46.1217,43.6723,,,39.2512,27.5383,44.2446,,,,45.2882,42.9069,,41.3831,50.967,,,,49.5197,35.6857,47.8922,35.8463,38.0825,37.4396,29.2119,36.9781,,52.5414,,42.7672,42.6093,,43.43,43.3023,39.5441,28.9582,,51.6058,33.3127,,34.6847,47.9915,,44.19,28.7645,33.1109,,,33.3761,37.5162,,39.1794,37.2602,47.3509,,,,49.7537,36.5231,43.3579,41.244,36.1326,48.243,41.2201,48.5251,46.0695,48.0461,,,39.0022,47.8632,31.1824,38.9447,38.2895,39.1534,33.0359,52.0329,43.3901,50.9134,50.5051,38.1372,34.3722,36.568,31.0571,33.1059,29.1793,38.6889,37.0036,42.747,29.136,33.8419,67.8809,42.1016,31.0761,39.3414,57.1618,,41.9724,,37.6002,,40.1344,15.9759,42.6897,45.2463,27.9808,40.5564,26.4581,40.3561,40.7256,48.6165,42.0251
